0	1-5	taxonomy:9606
1	0-8	
10	0-4	taxonomy:9606
12	6-14	tissuelist:TS-0278,taxonomy:9606
12	6-21	tissuelist:TS-0278,taxonomy:9606
12	6-23	tissuelist:TS-0278,taxonomy:9606
20	2-4	taxonomy:9606
20	2-6	taxonomy:9606
20	2-17	taxonomy:9606
20	2-44	taxonomy:9606
20	2-51	taxonomy:9606
27	6-11	tissuelist:TS-0362,taxonomy:9606
27	24-26	tissuelist:TS-0362,taxonomy:9606
27	26-30	tissuelist:TS-0362,taxonomy:9606
37	11-22	tissuelist:TS-0362,taxonomy:9606
37	15-22	tissuelist:TS-0362,taxonomy:9606
38	9-17	tissuelist:TS-0362,taxonomy:9606
53	8-9	cellosaurus:CVCL_2056
58	30-37	cellosaurus:CVCL_2056
58	46-50	cellosaurus:CVCL_2056
58	46-52	cellosaurus:CVCL_2056
59	9-13	cellosaurus:CVCL_2056
59	15-19	cellosaurus:CVCL_2056
66	16-27	cellosaurus:CVCL_2056
66	24-27	cellosaurus:CVCL_2056
70	0-7	cellosaurus:CVCL_2056
70	4-7	cellosaurus:CVCL_2056
70	6-7	cellosaurus:CVCL_2056
75	0-9	cellosaurus:CVCL_2056,uaz:UA-CLine-888
77	2-13	cellosaurus:CVCL_2056,uaz:UA-CLine-888
78	24-26	tissuelist:TS-0362,taxonomy:9606
91	0-10	cellosaurus:CVCL_2056
94	1-6	cellosaurus:CVCL_2056
100	12-18	tissuelist:TS-0362,cellosaurus:CVCL_2056
101	0-6	tissuelist:TS-0362,cellosaurus:CVCL_2056
102	23-24	taxonomy:9606,tissuelist:TS-0591
103	7-8	taxonomy:9606,tissuelist:TS-0591
108	6-7	tissuelist:TS-0362,cellosaurus:CVCL_2056
109	3-4	cellosaurus:CVCL_2056
110	1-4	manual:primary-A-T-cells
110	1-6	manual:primary-A-T-cells
113	4-13	manual:primary-A-T-cells,cellosaurus:CVCL_2056
113	11-13	manual:primary-A-T-cells,cellosaurus:CVCL_2056
118	5-10	cellosaurus:CVCL_2056
120	8-10	cellosaurus:CVCL_2056
124	0-14	cellosaurus:CVCL_2056
126	3-7	tissuelist:TS-0158,taxonomy:9606
