40	20-20	manual:neurite
70	0-1	cellosaurus:CVCL_0224
72	1-2	cellosaurus:CVCL_0224
80	0-1	cellosaurus:CVCL_0224
95	6-7	cellosaurus:CVCL_0224
99	0-1	cellosaurus:CVCL_0224
104	0-1	cellosaurus:CVCL_0224
135	1-2	cellosaurus:CVCL_0224
161	27-27	manual:neurite
161	36-36	manual:neurite
162	13-13	manual:neurite
162	30-30	manual:neurite
163	30-30	manual:neurite
206	0-1	cellosaurus:CVCL_0224
222	4-5	cellosaurus:CVCL_0224
250	11-12	cellosaurus:CVCL_0224
257	4-5	cellosaurus:CVCL_0224
268	0-1	cellosaurus:CVCL_0224
