2	37-37	taxonomy:10116
24	32-32	manual:eggs
27	15-15	go:GO:0005634
28	1-1	taxonomy:10116
28	17-19	manual:H3924A-cell-line
28	26-27	manual:H7795-line
28	40-40	taxonomy:10116
28	47-47	go:GO:0005737
30	3-3	taxonomy:10116
32	8-8	taxonomy:10116
36	6-6	taxonomy:10116
41	31-31	uberon:UBERON:0000160
45	10-10	uberon:UBERON:0002113
45	26-26	uberon:UBERON:0000160
45	33-33	uberon:UBERON:0000945
46	28-28	uberon:UBERON:0001264
46	51-51	uberon:UBERON:0000473
46	67-67	uberon:UBERON:0000995
53	12-12	go:GO:0005634
54	33-33	taxonomy:10116
54	45-45	go:GO:0005737
56	2-2	go:GO:0005737
56	32-32	go:GO:0005737
57	13-13	go:GO:0005737
100	23-25	cellosaurus:CVCL_0120
103	13-13	taxonomy:10116
103	62-62	taxonomy:10116
104	33-33	uberon:UBERON:0000473
105	5-5	uberon:UBERON:0000473
138	17-17	taxonomy:10116
138	67-67	taxonomy:10116
145	21-21	taxonomy:10116
150	14-14	taxonomy:10116
202	1-1	go:GO:0005634
203	1-1	go:GO:0005634
