5	0-2	cellosaurus:CVCL_0120
20	15-23	
20	19-23	
20	26-31	
21	0-2	cellosaurus:CVCL_0120
27	0-2	cellosaurus:CVCL_0120
37	3-6	taxonomy:4932
61	0-17	
75	6-9	
150	13-17	taxonomy:9606
150	13-19	taxonomy:9606
153	5-9	taxonomy:9606
154	10-14	taxonomy:9606
168	11-13	cellosaurus:CVCL_0120
172	7-9	cellosaurus:CVCL_0120
176	0-2	cellosaurus:CVCL_0120
176	0-8	cellosaurus:CVCL_0120
181	7-8	cellosaurus:CVCL_0120
182	5-6	cellosaurus:CVCL_0120
182	20-22	cellosaurus:CVCL_0120
191	0-4	taxonomy:9606,cellosaurus:CVCL_0120
193	4-8	cellosaurus:CVCL_0120
193	4-33	cellosaurus:CVCL_0120
193	20-22	cellosaurus:CVCL_0120
197	0-4	cellosaurus:CVCL_0120
197	0-20	cellosaurus:CVCL_0120
202	1-2	cellosaurus:CVCL_0120
203	0-2	cellosaurus:CVCL_0451
204	11-12	cellosaurus:CVCL_0451,tissuelist:TS-0095
217	0-3	cellosaurus:CVCL_0451
217	0-5	cellosaurus:CVCL_0451
223	6-9	cellosaurus:CVCL_0451,cellosaurus:CVCL_0120
228	5-11	cellosaurus:CVCL_0451
246	8-11	cellosaurus:CVCL_0120
247	0-4	cellosaurus:CVCL_0120
250	12-14	cellosaurus:CVCL_0120
252	0-1	cellosaurus:CVCL_0120
254	8-9	cellosaurus:CVCL_0120
255	16-17	cellosaurus:CVCL_0120
257	0-16	
257	2-16	
257	5-16	
257	9-16	
257	11-16	
267	16-17	cellosaurus:CVCL_0451
